profile_id,role_category,skills,skill_count,experience_years,source,raw_skills,normalized_skills,normalized_experience
SYN_0824,DevOps Engineer,"['AWS', 'Bash', 'Monitoring', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Grafana', 'Teamwork', 'Ansible']",10,0-2,Synthetic,"['AWS', 'Bash', 'Monitoring', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Grafana', 'Teamwork', 'Ansible']","['AWS', 'Bash', 'Monitoring', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Grafana', 'Teamwork', 'Ansible']",Entry Level (0-2 years)
SYN_0825,Product Manager,"['Roadmapping', 'JIRA', 'Problem Solving', 'Leadership', 'Product Metrics', 'Time Management', 'User Research', 'Market Research', 'Agile', 'Adaptability']",10,0-2,Synthetic,"['Roadmapping', 'JIRA', 'Problem Solving', 'Leadership', 'Product Metrics', 'Time Management', 'User Research', 'Market Research', 'Agile', 'Adaptability']","['Roadmapping', 'Jira', 'Problem Solving', 'Leadership', 'Product Metrics', 'Time Management', 'User Research', 'Market Research', 'Agile', 'Adaptability']",Entry Level (0-2 years)
SYN_0826,Software Developer,"['Debugging', 'Linux', 'Java', 'Problem Solving', 'Python', 'Algorithms', 'Documentation', 'REST APIs', 'Creativity', 'Testing', 'Git']",11,3-5,Synthetic,"['Debugging', 'Linux', 'Java', 'Problem Solving', 'Python', 'Algorithms', 'Documentation', 'REST APIs', 'Creativity', 'Testing', 'Git']","['Debugging', 'Linux', 'Java', 'Problem Solving', 'Python', 'Algorithms', 'Documentation', 'Rest Apis', 'Creativity', 'Testing', 'Git']",Mid Level (3-5 years)
SYN_0827,Cloud Engineer,"['Linux', 'CI/CD', 'Critical Thinking', 'Teamwork', 'Terraform', 'Creativity', 'Kubernetes', 'Infrastructure as Code', 'Docker']",9,0-2,Synthetic,"['Linux', 'CI/CD', 'Critical Thinking', 'Teamwork', 'Terraform', 'Creativity', 'Kubernetes', 'Infrastructure as Code', 'Docker']","['Linux', 'Ci/Cd', 'Critical Thinking', 'Teamwork', 'Terraform', 'Creativity', 'Kubernetes', 'Infrastructure As Code', 'Docker']",Entry Level (0-2 years)
SYN_0828,Software Developer,"['Debugging', 'Problem Solving', 'Leadership', 'Algorithms', 'Version Control', 'Time Management', 'REST APIs', 'Git', 'Object-Oriented Programming']",8,8+,Synthetic,"['Debugging', 'Problem Solving', 'Leadership', 'Algorithms', 'Version Control', 'Time Management', 'REST APIs', 'Git', 'Object-Oriented Programming']","['Debugging', 'Problem Solving', 'Leadership', 'Algorithms', 'Git', 'Time Management', 'Rest Apis', 'Object-Oriented Programming']",Lead Level (8+ years)
SYN_0829,Data Scientist,"['A/B Testing', 'Pandas', 'NumPy', 'Problem Solving', 'Communication', 'Tableau', 'Statistics', 'Big Data', 'Deep Learning', 'Adaptability', 'TensorFlow']",11,3-5,Synthetic,"['A/B Testing', 'Pandas', 'NumPy', 'Problem Solving', 'Communication', 'Tableau', 'Statistics', 'Big Data', 'Deep Learning', 'Adaptability', 'TensorFlow']","['A/B Testing', 'Pandas', 'NumPy', 'Problem Solving', 'Communication', 'Tableau', 'Statistics', 'Big Data', 'Deep Learning', 'Adaptability', 'TensorFlow']",Mid Level (3-5 years)
SYN_0830,DevOps Engineer,"['AWS', 'Bash', 'Linux', 'Problem Solving', 'Leadership', 'CI/CD', 'Prometheus', 'Python', 'Communication', 'Terraform', 'Kubernetes', 'Ansible', 'Docker']",13,0-2,Synthetic,"['AWS', 'Bash', 'Linux', 'Problem Solving', 'Leadership', 'CI/CD', 'Prometheus', 'Python', 'Communication', 'Terraform', 'Kubernetes', 'Ansible', 'Docker']","['AWS', 'Bash', 'Linux', 'Problem Solving', 'Leadership', 'Ci/Cd', 'Prometheus', 'Python', 'Communication', 'Terraform', 'Kubernetes', 'Ansible', 'Docker']",Entry Level (0-2 years)
SYN_0831,Product Manager,"['JIRA', 'Customer Discovery', 'Problem Solving', 'Product Metrics', 'Time Management', 'Agile', 'Data Analysis', 'Market Research', 'Scrum', 'MVP', 'Product Strategy']",11,5-8,Synthetic,"['JIRA', 'Customer Discovery', 'Problem Solving', 'Product Metrics', 'Time Management', 'Agile', 'Data Analysis', 'Market Research', 'Scrum', 'MVP', 'Product Strategy']","['Jira', 'Customer Discovery', 'Problem Solving', 'Product Metrics', 'Time Management', 'Agile', 'Data Science', 'Market Research', 'Scrum', 'Mvp', 'Product Strategy']",Senior Level (5-8 years)
SYN_0832,Software Developer,"['Linux', 'Java', 'Algorithms', 'JavaScript', 'Critical Thinking', 'Version Control', 'Time Management', 'Testing', 'Teamwork']",9,0-2,Synthetic,"['Linux', 'Java', 'Algorithms', 'JavaScript', 'Critical Thinking', 'Version Control', 'Time Management', 'Testing', 'Teamwork']","['Linux', 'Java', 'Algorithms', 'JavaScript', 'Critical Thinking', 'Git', 'Time Management', 'Testing', 'Teamwork']",Entry Level (0-2 years)
SYN_0833,Database Administrator,"['Replication', 'Linux', 'Database Design', 'Communication', 'High Availability', 'Performance Tuning', 'Monitoring', 'SQL', 'PostgreSQL', 'Critical Thinking', 'Time Management', 'MongoDB', 'Database Security']",13,8+,Synthetic,"['Replication', 'Linux', 'Database Design', 'Communication', 'High Availability', 'Performance Tuning', 'Monitoring', 'SQL', 'PostgreSQL', 'Critical Thinking', 'Time Management', 'MongoDB', 'Database Security']","['Replication', 'Linux', 'Database Design', 'Communication', 'Machine Learning', 'Performance Tuning', 'Monitoring', 'SQL', 'PostgreSQL', 'Critical Thinking', 'Time Management', 'MongoDB', 'Database Security']",Lead Level (8+ years)
SYN_0834,Backend Developer,"['Microservices', 'Linux', 'Java', 'Database Design', 'Leadership', 'SQL', 'Redis', 'API Security', 'Authentication', 'Creativity', 'MongoDB', 'Spring Boot', 'Teamwork']",12,3-5,Synthetic,"['Microservices', 'Linux', 'Java', 'Database Design', 'Leadership', 'SQL', 'Redis', 'API Security', 'Authentication', 'Creativity', 'MongoDB', 'Spring Boot', 'Teamwork']","['Microservices', 'Linux', 'Java', 'Database Design', 'Leadership', 'SQL', 'Redis', 'Api Security', 'Authentication', 'Creativity', 'MongoDB', 'Teamwork']",Mid Level (3-5 years)
SYN_0835,Software Developer,"['Debugging', 'Java', 'Algorithms', 'SQL', 'Critical Thinking', 'Version Control', 'Time Management', 'Adaptability', 'Git']",8,5-8,Synthetic,"['Debugging', 'Java', 'Algorithms', 'SQL', 'Critical Thinking', 'Version Control', 'Time Management', 'Adaptability', 'Git']","['Debugging', 'Java', 'Algorithms', 'SQL', 'Critical Thinking', 'Git', 'Time Management', 'Adaptability']",Senior Level (5-8 years)
SYN_0836,Data Scientist,"['A/B Testing', 'NumPy', 'Problem Solving', 'PyTorch', 'Python', 'Spark', 'Tableau', 'Statistics', 'Deep Learning', 'Time Management', 'TensorFlow', 'Teamwork']",12,8+,Synthetic,"['A/B Testing', 'NumPy', 'Problem Solving', 'PyTorch', 'Python', 'Spark', 'Tableau', 'Statistics', 'Deep Learning', 'Time Management', 'TensorFlow', 'Teamwork']","['A/B Testing', 'NumPy', 'Problem Solving', 'PyTorch', 'Python', 'Spark', 'Tableau', 'Statistics', 'Deep Learning', 'Time Management', 'TensorFlow', 'Teamwork']",Lead Level (8+ years)
SYN_0837,Backend Developer,"['Linux', 'Java', 'Database Design', 'Communication', 'Python', 'API Security', 'Redis', 'REST APIs', 'Creativity', 'Adaptability', 'Docker']",11,3-5,Synthetic,"['Linux', 'Java', 'Database Design', 'Communication', 'Python', 'API Security', 'Redis', 'REST APIs', 'Creativity', 'Adaptability', 'Docker']","['Linux', 'Java', 'Database Design', 'Communication', 'Python', 'Api Security', 'Redis', 'Rest Apis', 'Creativity', 'Adaptability', 'Docker']",Mid Level (3-5 years)
SYN_0838,Software Developer,"['Linux', 'Debugging', 'Problem Solving', 'Algorithms', 'SQL', 'Critical Thinking', 'Documentation', 'REST APIs', 'Object-Oriented Programming', 'Agile', 'Testing', 'Data Structures']",12,0-2,Synthetic,"['Linux', 'Debugging', 'Problem Solving', 'Algorithms', 'SQL', 'Critical Thinking', 'Documentation', 'REST APIs', 'Object-Oriented Programming', 'Agile', 'Testing', 'Data Structures']","['Linux', 'Debugging', 'Problem Solving', 'Algorithms', 'SQL', 'Critical Thinking', 'Documentation', 'Rest Apis', 'Object-Oriented Programming', 'Agile', 'Testing', 'Data Structures']",Entry Level (0-2 years)
SYN_0839,Backend Developer,"['Linux', 'Database Design', 'Leadership', 'Communication', 'API Security', 'Authentication', 'MongoDB', 'Node.js', 'Teamwork', 'Docker']",10,8+,Synthetic,"['Linux', 'Database Design', 'Leadership', 'Communication', 'API Security', 'Authentication', 'MongoDB', 'Node.js', 'Teamwork', 'Docker']","['Linux', 'Database Design', 'Leadership', 'Communication', 'Api Security', 'Authentication', 'MongoDB', 'Node.js', 'Teamwork', 'Docker']",Lead Level (8+ years)
SYN_0840,Software Developer,"['Java', 'Problem Solving', 'Python', 'SQL', 'Critical Thinking', 'Version Control', 'Documentation', 'REST APIs', 'Testing', 'Git']",9,8+,Synthetic,"['Java', 'Problem Solving', 'Python', 'SQL', 'Critical Thinking', 'Version Control', 'Documentation', 'REST APIs', 'Testing', 'Git']","['Java', 'Problem Solving', 'Python', 'SQL', 'Critical Thinking', 'Git', 'Documentation', 'Rest Apis', 'Testing']",Lead Level (8+ years)
SYN_0841,Frontend Developer,"['UI/UX Principles', 'Leadership', 'JavaScript', 'Next.js', 'Webpack', 'TypeScript', 'HTML', 'REST APIs', 'Creativity', 'Tailwind CSS']",8,5-8,Synthetic,"['UI/UX Principles', 'Leadership', 'JavaScript', 'Next.js', 'Webpack', 'TypeScript', 'HTML', 'REST APIs', 'Creativity', 'Tailwind CSS']","['Ui/Ux Principles', 'Leadership', 'JavaScript', 'Webpack', 'TypeScript', 'HTML/CSS', 'Rest Apis', 'Creativity']",Senior Level (5-8 years)
SYN_0842,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Excel', 'Statistics', 'Reporting', 'ETL', 'Business Intelligence', 'Power BI', 'Looker', 'Teamwork']",12,0-2,Synthetic,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Excel', 'Statistics', 'Reporting', 'ETL', 'Business Intelligence', 'Power BI', 'Looker', 'Teamwork']","['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Excel', 'Statistics', 'Reporting', 'Etl', 'Business Intelligence', 'Power BI', 'Looker', 'Teamwork']",Entry Level (0-2 years)
SYN_0843,Data Scientist,"['A/B Testing', 'Pandas', 'Data Visualization', 'NumPy', 'PyTorch', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Time Management', 'Adaptability']",11,3-5,Synthetic,"['A/B Testing', 'Pandas', 'Data Visualization', 'NumPy', 'PyTorch', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Time Management', 'Adaptability']","['A/B Testing', 'Pandas', 'Data Visualization', 'NumPy', 'PyTorch', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Time Management', 'Adaptability']",Mid Level (3-5 years)
SYN_0844,Frontend Developer,"['UI/UX Principles', 'CSS', 'Angular', 'Critical Thinking', 'Time Management', 'HTML', 'TypeScript', 'Webpack', 'Vue.js', 'Testing', 'Git']",10,5-8,Synthetic,"['UI/UX Principles', 'CSS', 'Angular', 'Critical Thinking', 'Time Management', 'HTML', 'TypeScript', 'Webpack', 'Vue.js', 'Testing', 'Git']","['Ui/Ux Principles', 'HTML/CSS', 'Angular', 'Critical Thinking', 'Time Management', 'TypeScript', 'Webpack', 'Vue.js', 'Testing', 'Git']",Senior Level (5-8 years)
SYN_0845,Frontend Developer,"['Communication', 'JavaScript', 'Angular', 'Teamwork', 'Next.js', 'Webpack', 'Testing', 'Tailwind CSS']",7,3-5,Synthetic,"['Communication', 'JavaScript', 'Angular', 'Teamwork', 'Next.js', 'Webpack', 'Testing', 'Tailwind CSS']","['Communication', 'JavaScript', 'Angular', 'Teamwork', 'Webpack', 'Testing', 'HTML/CSS']",Mid Level (3-5 years)
SYN_0846,Backend Developer,"['Microservices', 'Database Design', 'Java', 'Communication', 'Problem Solving', 'API Security', 'Redis', 'Time Management', 'REST APIs']",9,0-2,Synthetic,"['Microservices', 'Database Design', 'Java', 'Communication', 'Problem Solving', 'API Security', 'Redis', 'Time Management', 'REST APIs']","['Microservices', 'Database Design', 'Java', 'Communication', 'Problem Solving', 'Api Security', 'Redis', 'Time Management', 'Rest Apis']",Entry Level (0-2 years)
SYN_0847,Software Developer,"['Java', 'Algorithms', 'Time Management', 'REST APIs', 'Agile', 'Adaptability', 'Data Structures', 'Testing', 'Object-Oriented Programming', 'Teamwork']",10,8+,Synthetic,"['Java', 'Algorithms', 'Time Management', 'REST APIs', 'Agile', 'Adaptability', 'Data Structures', 'Testing', 'Object-Oriented Programming', 'Teamwork']","['Java', 'Algorithms', 'Time Management', 'Rest Apis', 'Agile', 'Adaptability', 'Data Structures', 'Testing', 'Object-Oriented Programming', 'Teamwork']",Lead Level (8+ years)
SYN_0848,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Excel', 'SQL', 'Tableau', 'Statistics', 'Critical Thinking', 'Business Intelligence', 'Power BI', 'Data Cleaning']",12,0-2,Synthetic,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Excel', 'SQL', 'Tableau', 'Statistics', 'Critical Thinking', 'Business Intelligence', 'Power BI', 'Data Cleaning']","['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Excel', 'SQL', 'Tableau', 'Statistics', 'Critical Thinking', 'Business Intelligence', 'Power BI', 'Data Cleaning']",Entry Level (0-2 years)
SYN_0849,Cybersecurity Analyst,"['Linux', 'Risk Assessment', 'ISO 27001', 'Python', 'Leadership', 'Communication', 'Network Security', 'Critical Thinking', 'Firewalls', 'Incident Response', 'Cryptography', 'Penetration Testing', 'Wireshark']",13,0-2,Synthetic,"['Linux', 'Risk Assessment', 'ISO 27001', 'Python', 'Leadership', 'Communication', 'Network Security', 'Critical Thinking', 'Firewalls', 'Incident Response', 'Cryptography', 'Penetration Testing', 'Wireshark']","['Linux', 'Risk Assessment', 'Iso 27001', 'Python', 'Leadership', 'Communication', 'Network Security', 'Critical Thinking', 'Firewalls', 'Incident Response', 'Cryptography', 'Penetration Testing', 'Wireshark']",Entry Level (0-2 years)
SYN_0850,Cloud Engineer,"['AWS', 'Networking', 'Serverless', 'Problem Solving', 'Communication', 'Python', 'Google Cloud', 'Monitoring', 'Teamwork', 'Terraform', 'Kubernetes', 'Infrastructure as Code', 'Docker']",13,3-5,Synthetic,"['AWS', 'Networking', 'Serverless', 'Problem Solving', 'Communication', 'Python', 'Google Cloud', 'Monitoring', 'Teamwork', 'Terraform', 'Kubernetes', 'Infrastructure as Code', 'Docker']","['AWS', 'C#', 'Serverless', 'Problem Solving', 'Communication', 'Python', 'Google Cloud', 'Monitoring', 'Teamwork', 'Terraform', 'Kubernetes', 'Infrastructure As Code', 'Docker']",Mid Level (3-5 years)
SYN_0851,Cloud Engineer,"['AWS', 'Serverless', 'Networking', 'Linux', 'Communication', 'CI/CD', 'Python', 'Monitoring', 'Time Management', 'Terraform', 'Adaptability', 'Docker']",12,0-2,Synthetic,"['AWS', 'Serverless', 'Networking', 'Linux', 'Communication', 'CI/CD', 'Python', 'Monitoring', 'Time Management', 'Terraform', 'Adaptability', 'Docker']","['AWS', 'Serverless', 'C#', 'Linux', 'Communication', 'Ci/Cd', 'Python', 'Monitoring', 'Time Management', 'Terraform', 'Adaptability', 'Docker']",Entry Level (0-2 years)
SYN_0852,Database Administrator,"['Sharding', 'Scripting', 'Linux', 'Problem Solving', 'Leadership', 'Performance Tuning', 'SQL', 'Query Optimization', 'MongoDB', 'PostgreSQL']",10,5-8,Synthetic,"['Sharding', 'Scripting', 'Linux', 'Problem Solving', 'Leadership', 'Performance Tuning', 'SQL', 'Query Optimization', 'MongoDB', 'PostgreSQL']","['Sharding', 'Scripting', 'Linux', 'Problem Solving', 'Leadership', 'Performance Tuning', 'SQL', 'Query Optimization', 'MongoDB', 'PostgreSQL']",Senior Level (5-8 years)
SYN_0853,UI/UX Designer,"['Photoshop', 'Communication', 'Illustrator', 'Visual Design', 'Time Management', 'Adobe XD', 'User Flows', 'Interaction Design', 'Information Architecture']",9,5-8,Synthetic,"['Photoshop', 'Communication', 'Illustrator', 'Visual Design', 'Time Management', 'Adobe XD', 'User Flows', 'Interaction Design', 'Information Architecture']","['Photoshop', 'Communication', 'Illustrator', 'Visual Design', 'Time Management', 'Adobe Xd', 'User Flows', 'Interaction Design', 'Information Architecture']",Senior Level (5-8 years)
SYN_0854,Frontend Developer,"['UI/UX Principles', 'CSS', 'Communication', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Webpack', 'HTML', 'REST APIs', 'Vue.js', 'Adaptability', 'Git']",12,3-5,Synthetic,"['UI/UX Principles', 'CSS', 'Communication', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Webpack', 'HTML', 'REST APIs', 'Vue.js', 'Adaptability', 'Git']","['Ui/Ux Principles', 'HTML/CSS', 'Communication', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Webpack', 'Rest Apis', 'Vue.js', 'Adaptability', 'Git']",Mid Level (3-5 years)
SYN_0855,Frontend Developer,"['CSS', 'Responsive Design', 'JavaScript', 'Time Management', 'Webpack', 'TypeScript', 'Creativity', 'Testing', 'Git', 'React']",10,8+,Synthetic,"['CSS', 'Responsive Design', 'JavaScript', 'Time Management', 'Webpack', 'TypeScript', 'Creativity', 'Testing', 'Git', 'React']","['HTML/CSS', 'Responsive Design', 'JavaScript', 'Time Management', 'Webpack', 'TypeScript', 'Creativity', 'Testing', 'Git', 'React']",Lead Level (8+ years)
SYN_0856,UI/UX Designer,"['Figma', 'Photoshop', 'Problem Solving', 'Communication', 'Sketch', 'Critical Thinking', 'Adobe XD', 'User Research', 'Interaction Design']",9,0-2,Synthetic,"['Figma', 'Photoshop', 'Problem Solving', 'Communication', 'Sketch', 'Critical Thinking', 'Adobe XD', 'User Research', 'Interaction Design']","['Figma', 'Photoshop', 'Problem Solving', 'Communication', 'Sketch', 'Critical Thinking', 'Adobe Xd', 'User Research', 'Interaction Design']",Entry Level (0-2 years)
SYN_0857,UI/UX Designer,"['Leadership', 'Communication', 'Illustrator', 'Sketch', 'Adobe XD', 'Usability Testing', 'Adaptability', 'User Research', 'Design Systems', 'Visual Design', 'Accessibility', 'Interaction Design']",12,8+,Synthetic,"['Leadership', 'Communication', 'Illustrator', 'Sketch', 'Adobe XD', 'Usability Testing', 'Adaptability', 'User Research', 'Design Systems', 'Visual Design', 'Accessibility', 'Interaction Design']","['Leadership', 'Communication', 'Illustrator', 'Sketch', 'Adobe Xd', 'Usability Testing', 'Adaptability', 'User Research', 'Design Systems', 'Visual Design', 'Accessibility', 'Interaction Design']",Lead Level (8+ years)
SYN_0858,Network Engineer,"['Communication', 'Cisco', 'VLAN', 'Load Balancing', 'DHCP', 'Creativity', 'DNS', 'Teamwork', 'Wireshark']",9,5-8,Synthetic,"['Communication', 'Cisco', 'VLAN', 'Load Balancing', 'DHCP', 'Creativity', 'DNS', 'Teamwork', 'Wireshark']","['Communication', 'Cisco', 'Vlan', 'Load Balancing', 'Dhcp', 'Creativity', 'Dns', 'Teamwork', 'Wireshark']",Senior Level (5-8 years)
SYN_0859,Mobile Developer,"['iOS', 'Java', 'Flutter', 'API Integration', 'Communication', 'Leadership', 'Git', 'Critical Thinking', 'REST APIs', 'App Store Deployment', 'React Native', 'UX Design']",12,3-5,Synthetic,"['iOS', 'Java', 'Flutter', 'API Integration', 'Communication', 'Leadership', 'Git', 'Critical Thinking', 'REST APIs', 'App Store Deployment', 'React Native', 'UX Design']","['Ios', 'Java', 'Flutter', 'Api Integration', 'Communication', 'Leadership', 'Git', 'Critical Thinking', 'Rest Apis', 'App Store Deployment', 'React Native', 'Ux Design']",Mid Level (3-5 years)
SYN_0860,Frontend Developer,"['UI/UX Principles', 'CSS', 'Problem Solving', 'Leadership', 'JavaScript', 'REST APIs', 'TypeScript', 'Creativity', 'Vue.js', 'Testing', 'React']",11,5-8,Synthetic,"['UI/UX Principles', 'CSS', 'Problem Solving', 'Leadership', 'JavaScript', 'REST APIs', 'TypeScript', 'Creativity', 'Vue.js', 'Testing', 'React']","['Ui/Ux Principles', 'HTML/CSS', 'Problem Solving', 'Leadership', 'JavaScript', 'Rest Apis', 'TypeScript', 'Creativity', 'Vue.js', 'Testing', 'React']",Senior Level (5-8 years)
SYN_0861,DevOps Engineer,"['AWS', 'Bash', 'Scripting', 'Linux', 'Leadership', 'Python', 'Jenkins', 'CI/CD', 'Terraform', 'Creativity', 'Adaptability', 'Grafana', 'Ansible']",13,0-2,Synthetic,"['AWS', 'Bash', 'Scripting', 'Linux', 'Leadership', 'Python', 'Jenkins', 'CI/CD', 'Terraform', 'Creativity', 'Adaptability', 'Grafana', 'Ansible']","['AWS', 'Bash', 'Scripting', 'Linux', 'Leadership', 'Python', 'Jenkins', 'Ci/Cd', 'Terraform', 'Creativity', 'Adaptability', 'Grafana', 'Ansible']",Entry Level (0-2 years)
SYN_0862,Software Developer,"['Debugging', 'Java', 'Python', 'Algorithms', 'JavaScript', 'SQL', 'Version Control', 'Time Management', 'Creativity', 'Testing', 'Object-Oriented Programming']",11,0-2,Synthetic,"['Debugging', 'Java', 'Python', 'Algorithms', 'JavaScript', 'SQL', 'Version Control', 'Time Management', 'Creativity', 'Testing', 'Object-Oriented Programming']","['Debugging', 'Java', 'Python', 'Algorithms', 'JavaScript', 'SQL', 'Git', 'Time Management', 'Creativity', 'Testing', 'Object-Oriented Programming']",Entry Level (0-2 years)
SYN_0863,Software Developer,"['Debugging', 'Linux', 'Leadership', 'Python', 'JavaScript', 'Version Control', 'REST APIs', 'Creativity', 'Agile', 'Git', 'Data Structures']",10,0-2,Synthetic,"['Debugging', 'Linux', 'Leadership', 'Python', 'JavaScript', 'Version Control', 'REST APIs', 'Creativity', 'Agile', 'Git', 'Data Structures']","['Debugging', 'Linux', 'Leadership', 'Python', 'JavaScript', 'Git', 'Rest Apis', 'Creativity', 'Agile', 'Data Structures']",Entry Level (0-2 years)
SYN_0864,Software Developer,"['Linux', 'Java', 'Algorithms', 'JavaScript', 'SQL', 'Critical Thinking', 'Time Management', 'REST APIs', 'Agile', 'Data Structures', 'Teamwork']",11,3-5,Synthetic,"['Linux', 'Java', 'Algorithms', 'JavaScript', 'SQL', 'Critical Thinking', 'Time Management', 'REST APIs', 'Agile', 'Data Structures', 'Teamwork']","['Linux', 'Java', 'Algorithms', 'JavaScript', 'SQL', 'Critical Thinking', 'Time Management', 'Rest Apis', 'Agile', 'Data Structures', 'Teamwork']",Mid Level (3-5 years)
SYN_0865,IT Support Specialist,"['Networking Basics', 'Active Directory', 'Linux', 'Hardware', 'Windows', 'Leadership', 'Customer Service', 'Software Installation', 'Documentation', 'Troubleshooting', 'Teamwork']",11,3-5,Synthetic,"['Networking Basics', 'Active Directory', 'Linux', 'Hardware', 'Windows', 'Leadership', 'Customer Service', 'Software Installation', 'Documentation', 'Troubleshooting', 'Teamwork']","['Networking Basics', 'Active Directory', 'Linux', 'Hardware', 'Windows', 'Leadership', 'Customer Service', 'Software Installation', 'Documentation', 'Troubleshooting', 'Teamwork']",Mid Level (3-5 years)
SYN_0866,Cybersecurity Analyst,"['SIEM', 'Leadership', 'Critical Thinking', 'Firewalls', 'Incident Response', 'Security Audits', 'Penetration Testing', 'Teamwork', 'Wireshark']",9,0-2,Synthetic,"['SIEM', 'Leadership', 'Critical Thinking', 'Firewalls', 'Incident Response', 'Security Audits', 'Penetration Testing', 'Teamwork', 'Wireshark']","['Siem', 'Leadership', 'Critical Thinking', 'Firewalls', 'Incident Response', 'TypeScript', 'Penetration Testing', 'Teamwork', 'Wireshark']",Entry Level (0-2 years)
SYN_0867,Cybersecurity Analyst,"['SIEM', 'Cryptography', 'Linux', 'Risk Assessment', 'ISO 27001', 'Network Security', 'Time Management', 'NIST', 'Incident Response', 'Security Audits', 'Adaptability', 'Teamwork']",12,3-5,Synthetic,"['SIEM', 'Cryptography', 'Linux', 'Risk Assessment', 'ISO 27001', 'Network Security', 'Time Management', 'NIST', 'Incident Response', 'Security Audits', 'Adaptability', 'Teamwork']","['Siem', 'Cryptography', 'Linux', 'Risk Assessment', 'Iso 27001', 'Network Security', 'Time Management', 'Nist', 'Incident Response', 'TypeScript', 'Adaptability', 'Teamwork']",Mid Level (3-5 years)
SYN_0868,IT Support Specialist,"['Networking Basics', 'Linux', 'Hardware', 'Windows', 'Leadership', 'Remote Support', 'Ticketing Systems', 'Software Installation', 'Mobile Devices', 'Teamwork']",10,5-8,Synthetic,"['Networking Basics', 'Linux', 'Hardware', 'Windows', 'Leadership', 'Remote Support', 'Ticketing Systems', 'Software Installation', 'Mobile Devices', 'Teamwork']","['Networking Basics', 'Linux', 'Hardware', 'Windows', 'Leadership', 'Remote Support', 'Ticketing Systems', 'Software Installation', 'Mobile Devices', 'Teamwork']",Senior Level (5-8 years)
SYN_0869,Software Developer,"['Debugging', 'Linux', 'Leadership', 'Algorithms', 'JavaScript', 'SQL', 'Version Control', 'Documentation', 'REST APIs', 'Creativity', 'Agile', 'Adaptability', 'Testing']",13,3-5,Synthetic,"['Debugging', 'Linux', 'Leadership', 'Algorithms', 'JavaScript', 'SQL', 'Version Control', 'Documentation', 'REST APIs', 'Creativity', 'Agile', 'Adaptability', 'Testing']","['Debugging', 'Linux', 'Leadership', 'Algorithms', 'JavaScript', 'SQL', 'Git', 'Documentation', 'Rest Apis', 'Creativity', 'Agile', 'Adaptability', 'Testing']",Mid Level (3-5 years)
SYN_0870,Backend Developer,"['Microservices', 'Node.js', 'Linux', 'Database Design', 'Problem Solving', 'Python', 'Redis', 'Time Management', 'REST APIs', 'MongoDB', 'Spring Boot', 'Docker']",12,0-2,Synthetic,"['Microservices', 'Node.js', 'Linux', 'Database Design', 'Problem Solving', 'Python', 'Redis', 'Time Management', 'REST APIs', 'MongoDB', 'Spring Boot', 'Docker']","['Microservices', 'Node.js', 'Linux', 'Database Design', 'Problem Solving', 'Python', 'Redis', 'Time Management', 'Rest Apis', 'MongoDB', 'Java', 'Docker']",Entry Level (0-2 years)
SYN_0871,Frontend Developer,"['Communication', 'Responsive Design', 'Next.js', 'Webpack', 'Vue.js', 'Adaptability', 'Git', 'React']",8,3-5,Synthetic,"['Communication', 'Responsive Design', 'Next.js', 'Webpack', 'Vue.js', 'Adaptability', 'Git', 'React']","['Communication', 'Responsive Design', 'JavaScript', 'Webpack', 'Vue.js', 'Adaptability', 'Git', 'React']",Mid Level (3-5 years)
SYN_0872,Network Engineer,"['Switching', 'Network Monitoring', 'Problem Solving', 'Cisco', 'Time Management', 'Load Balancing', 'Firewalls', 'DHCP', 'BGP', 'Creativity', 'DNS', 'VPN', 'Wireshark']",13,8+,Synthetic,"['Switching', 'Network Monitoring', 'Problem Solving', 'Cisco', 'Time Management', 'Load Balancing', 'Firewalls', 'DHCP', 'BGP', 'Creativity', 'DNS', 'VPN', 'Wireshark']","['Switching', 'Network Monitoring', 'Problem Solving', 'Cisco', 'Time Management', 'Load Balancing', 'Firewalls', 'Dhcp', 'Bgp', 'Creativity', 'Dns', 'Vpn', 'Wireshark']",Lead Level (8+ years)
