profile_id,role_category,skills,skill_count,experience_years,source
SYN_0696,Data Analyst,"['Data Visualization', 'Problem Solving', 'Excel', 'SQL', 'Tableau', 'Statistics', 'Reporting', 'Critical Thinking', 'Business Intelligence', 'Data Cleaning', 'Teamwork']",11,5-8,Synthetic
SYN_0697,DevOps Engineer,"['AWS', 'Bash', 'Leadership', 'Python', 'Prometheus', 'CI/CD', 'Critical Thinking', 'Docker', 'Kubernetes', 'Grafana', 'Ansible']",11,3-5,Synthetic
SYN_0698,Network Engineer,"['Network Monitoring', 'Leadership', 'Communication', 'Routing', 'TCP/IP', 'OSPF', 'Network Security', 'VLAN', 'DHCP', 'BGP', 'Wireshark']",11,0-2,Synthetic
SYN_0699,Backend Developer,"['Django', 'Node.js', 'Database Design', 'Problem Solving', 'Leadership', 'Python', 'Redis', 'Critical Thinking', 'REST APIs', 'MongoDB', 'Spring Boot']",11,3-5,Synthetic
SYN_0700,Network Engineer,"['Switching', 'Network Monitoring', 'Network Security', 'Cisco', 'TCP/IP', 'DHCP', 'Creativity', 'Adaptability', 'BGP', 'VPN', 'Teamwork']",11,0-2,Synthetic
SYN_0701,Software Developer,"['Linux', 'Python', 'JavaScript', 'Critical Thinking', 'Version Control', 'Time Management', 'Documentation', 'REST APIs', 'Agile', 'Git', 'Object-Oriented Programming', 'Teamwork']",12,3-5,Synthetic
SYN_0702,Frontend Developer,"['UI/UX Principles', 'CSS', 'Problem Solving', 'Responsive Design', 'JavaScript', 'Angular', 'Next.js', 'REST APIs', 'HTML', 'Webpack', 'Adaptability', 'Git', 'Teamwork']",13,5-8,Synthetic
SYN_0703,Software Developer,"['Debugging', 'Linux', 'Java', 'Python', 'Algorithms', 'JavaScript', 'Critical Thinking', 'Documentation', 'Creativity', 'Agile', 'Object-Oriented Programming']",11,5-8,Synthetic
SYN_0704,Product Manager,"['JIRA', 'Customer Discovery', 'Leadership', 'Communication', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Analysis', 'Market Research', 'Scrum', 'Creativity', 'Adaptability']",12,0-2,Synthetic
SYN_0705,Cloud Engineer,"['AWS', 'Serverless', 'CI/CD', 'Google Cloud', 'Monitoring', 'Critical Thinking', 'Time Management', 'Adaptability', 'Security', 'CloudFormation', 'Docker']",11,0-2,Synthetic
SYN_0706,Data Analyst,"['Problem Solving', 'Communication', 'Excel', 'Tableau', 'Statistics', 'Creativity', 'Business Intelligence', 'Power BI', 'Adaptability', 'Looker']",10,5-8,Synthetic
SYN_0707,Data Analyst,"['Communication', 'Python', 'SQL', 'Reporting', 'Time Management', 'ETL', 'Business Intelligence', 'Looker']",8,0-2,Synthetic
SYN_0708,Cybersecurity Analyst,"['SIEM', 'Compliance', 'ISO 27001', 'Risk Assessment', 'Python', 'Leadership', 'Critical Thinking', 'Security Audits', 'NIST', 'Cryptography', 'Wireshark']",11,3-5,Synthetic
SYN_0709,Software Developer,"['Debugging', 'Communication', 'Python', 'Version Control', 'Documentation', 'Data Structures', 'Object-Oriented Programming', 'Teamwork']",8,3-5,Synthetic
SYN_0710,Software Developer,"['Linux', 'Problem Solving', 'Algorithms', 'SQL', 'Critical Thinking', 'Time Management', 'REST APIs', 'Git', 'Data Structures']",9,0-2,Synthetic
SYN_0711,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'Leadership', 'Python', 'Algorithms', 'JavaScript', 'Version Control', 'REST APIs', 'Agile', 'Git', 'Data Structures', 'Teamwork']",13,3-5,Synthetic
SYN_0712,Cloud Engineer,"['Serverless', 'Problem Solving', 'Communication', 'CI/CD', 'Azure', 'Monitoring', 'Infrastructure as Code', 'Docker']",8,0-2,Synthetic
SYN_0713,Product Manager,"['Roadmapping', 'JIRA', 'Problem Solving', 'Leadership', 'Communication', 'Time Management', 'Agile', 'MVP', 'Stakeholder Management']",9,3-5,Synthetic
SYN_0714,Software Developer,"['Debugging', 'Java', 'Leadership', 'Communication', 'JavaScript', 'Documentation', 'REST APIs', 'Creativity', 'Testing', 'Git', 'Data Structures']",11,5-8,Synthetic
SYN_0715,Cloud Engineer,"['AWS', 'Linux', 'Leadership', 'CI/CD', 'Communication', 'Google Cloud', 'Security', 'Teamwork', 'Docker']",9,5-8,Synthetic
SYN_0716,Data Scientist,"['A/B Testing', 'Scikit-learn', 'Communication', 'PyTorch', 'Python', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Machine Learning', 'Critical Thinking', 'TensorFlow', 'Teamwork']",13,0-2,Synthetic
SYN_0717,Software Developer,"['Linux', 'Debugging', 'Java', 'Leadership', 'Python', 'Version Control', 'REST APIs', 'Object-Oriented Programming', 'Creativity', 'Agile', 'Git', 'Data Structures']",12,3-5,Synthetic
SYN_0718,IT Support Specialist,"['Networking Basics', 'Windows', 'Printers', 'Remote Support', 'MacOS', 'Customer Service', 'Software Installation', 'Documentation', 'Troubleshooting', 'Creativity', 'Adaptability']",11,3-5,Synthetic
SYN_0719,Cloud Engineer,"['AWS', 'Networking', 'Communication', 'CI/CD', 'Google Cloud', 'Monitoring', 'Azure', 'Terraform', 'Creativity', 'Security', 'Infrastructure as Code', 'Docker']",12,5-8,Synthetic
SYN_0720,Software Developer,"['Java', 'Leadership', 'JavaScript', 'Time Management', 'REST APIs', 'Testing', 'Git', 'Data Structures']",8,8+,Synthetic
SYN_0721,Database Administrator,"['Replication', 'Problem Solving', 'High Availability', 'SQL', 'Backup Recovery', 'Time Management', 'Query Optimization', 'MongoDB', 'Adaptability']",9,0-2,Synthetic
SYN_0722,Cloud Engineer,"['Networking', 'Serverless', 'CI/CD', 'Google Cloud', 'Azure', 'Monitoring', 'Teamwork', 'Time Management', 'Terraform', 'Kubernetes', 'Infrastructure as Code', 'CloudFormation']",12,0-2,Synthetic
SYN_0723,Cloud Engineer,"['Networking', 'Serverless', 'Python', 'CI/CD', 'Google Cloud', 'Terraform', 'Adaptability', 'Creativity', 'Kubernetes', 'Security', 'CloudFormation', 'Teamwork', 'Docker']",13,5-8,Synthetic
SYN_0724,Cybersecurity Analyst,"['SIEM', 'Vulnerability Scanning', 'Problem Solving', 'Leadership', 'Python', 'Communication', 'Network Security', 'NIST', 'Incident Response']",9,3-5,Synthetic
SYN_0725,IT Support Specialist,"['Linux', 'Active Directory', 'Hardware', 'Problem Solving', 'Office 365', 'Remote Support', 'Ticketing Systems', 'Critical Thinking', 'Software Installation', 'Troubleshooting', 'Creativity']",11,0-2,Synthetic
SYN_0726,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Python', 'SQL', 'Statistics', 'Reporting', 'Critical Thinking', 'ETL', 'Data Cleaning']",10,0-2,Synthetic
SYN_0727,Cloud Engineer,"['AWS', 'Linux', 'Leadership', 'CI/CD', 'Python', 'Google Cloud', 'Time Management', 'Security', 'Infrastructure as Code', 'Docker']",10,8+,Synthetic
SYN_0728,Frontend Developer,"['UI/UX Principles', 'Communication', 'Responsive Design', 'JavaScript', 'Teamwork', 'Next.js', 'Time Management', 'Webpack', 'REST APIs', 'TypeScript', 'Testing', 'Tailwind CSS']",12,3-5,Synthetic
SYN_0729,Data Scientist,"['Pandas', 'Data Visualization', 'NumPy', 'Problem Solving', 'Leadership', 'PyTorch', 'Deep Learning', 'Statistics', 'Time Management']",9,0-2,Synthetic
SYN_0730,UI/UX Designer,"['Photoshop', 'Communication', 'User Flows', 'Creativity', 'Design Systems', 'Visual Design', 'Interaction Design', 'Information Architecture']",8,3-5,Synthetic
SYN_0731,Cloud Engineer,"['Networking', 'AWS', 'Communication', 'Google Cloud', 'Time Management', 'Creativity', 'Security', 'CloudFormation', 'Docker']",9,3-5,Synthetic
SYN_0732,IT Support Specialist,"['Active Directory', 'Hardware', 'Windows', 'Printers', 'Office 365', 'Remote Support', 'Communication', 'Customer Service', 'Ticketing Systems', 'Critical Thinking', 'Software Installation', 'Time Management', 'Mobile Devices']",13,0-2,Synthetic
SYN_0733,Mobile Developer,"['iOS', 'Android', 'Testing', 'Firebase', 'REST APIs', 'App Store Deployment', 'Swift', 'Adaptability', 'Mobile UI', 'React Native', 'Teamwork', 'UX Design']",12,0-2,Synthetic
SYN_0734,Backend Developer,"['Linux', 'Leadership', 'Python', 'Redis', 'Critical Thinking', 'Time Management', 'REST APIs', 'Authentication', 'Node.js']",9,5-8,Synthetic
SYN_0735,Data Analyst,"['Data Warehousing', 'Problem Solving', 'Communication', 'Python', 'SQL', 'Tableau', 'Statistics', 'Time Management', 'Business Intelligence', 'Power BI', 'Looker', 'Data Cleaning']",12,3-5,Synthetic
SYN_0736,Cloud Engineer,"['Networking', 'AWS', 'Serverless', 'Problem Solving', 'CI/CD', 'Azure', 'Teamwork', 'Kubernetes', 'Infrastructure as Code', 'CloudFormation']",10,5-8,Synthetic
SYN_0737,Data Scientist,"['A/B Testing', 'Data Visualization', 'NumPy', 'Scikit-learn', 'Communication', 'Python', 'SQL', 'Statistics', 'Deep Learning', 'Machine Learning', 'Time Management', 'Creativity', 'TensorFlow']",13,0-2,Synthetic
SYN_0738,Full Stack Developer,"['JavaScript', 'SQL', 'Teamwork', 'HTML/CSS', 'Next.js', 'Time Management', 'REST APIs', 'TypeScript', 'Node.js', 'React']",10,8+,Synthetic
SYN_0739,Software Developer,"['Java', 'Algorithms', 'Version Control', 'Documentation', 'REST APIs', 'Creativity', 'Adaptability', 'Testing', 'Git', 'Data Structures']",10,0-2,Synthetic
SYN_0740,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Communication', 'Leadership', 'Excel', 'Tableau', 'Statistics', 'Reporting', 'Business Intelligence', 'Power BI', 'Data Cleaning', 'Teamwork']",12,0-2,Synthetic
SYN_0741,DevOps Engineer,"['Bash', 'Communication', 'Jenkins', 'Python', 'Prometheus', 'Monitoring', 'Time Management', 'Kubernetes', 'Git', 'Ansible']",10,5-8,Synthetic
SYN_0742,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Leadership', 'SQL', 'Tableau', 'Statistics', 'Reporting', 'Power BI', 'Looker', 'Data Cleaning', 'Teamwork']",13,3-5,Synthetic
SYN_0743,UI/UX Designer,"['Communication', 'Illustrator', 'Sketch', 'Adobe XD', 'Adaptability', 'User Research', 'Design Systems', 'Visual Design', 'Accessibility', 'Information Architecture']",10,5-8,Synthetic
SYN_0744,DevOps Engineer,"['Bash', 'Scripting', 'Problem Solving', 'Python', 'CI/CD', 'Critical Thinking', 'Terraform', 'Creativity', 'Kubernetes', 'Git']",10,0-2,Synthetic
SYN_0745,Cloud Engineer,"['Networking', 'AWS', 'Linux', 'Communication', 'Python', 'CI/CD', 'Monitoring', 'Critical Thinking', 'Terraform', 'Kubernetes', 'CloudFormation', 'Docker']",12,5-8,Synthetic
SYN_0746,DevOps Engineer,"['AWS', 'Scripting', 'Prometheus', 'Python', 'Monitoring', 'Critical Thinking', 'Time Management', 'Adaptability', 'Kubernetes', 'Git']",10,3-5,Synthetic
SYN_0747,Backend Developer,"['Django', 'Node.js', 'Java', 'Communication', 'API Security', 'Time Management', 'MongoDB', 'Spring Boot', 'Teamwork', 'Docker']",10,5-8,Synthetic
SYN_0748,Data Scientist,"['Data Visualization', 'NumPy', 'Problem Solving', 'SQL', 'Tableau', 'Statistics', 'Machine Learning', 'TensorFlow', 'Teamwork']",9,3-5,Synthetic
SYN_0749,Frontend Developer,"['UI/UX Principles', 'Communication', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Next.js', 'Vue.js', 'Adaptability', 'Testing', 'React', 'Tailwind CSS']",12,3-5,Synthetic
SYN_0750,Frontend Developer,"['CSS', 'Leadership', 'Problem Solving', 'Communication', 'Responsive Design', 'JavaScript', 'Next.js', 'Webpack', 'TypeScript', 'Vue.js', 'Testing', 'Git', 'React']",13,0-2,Synthetic
SYN_0751,Database Administrator,"['Scripting', 'High Availability', 'Performance Tuning', 'Monitoring', 'MySQL', 'Backup Recovery', 'Time Management', 'Query Optimization', 'MongoDB', 'PostgreSQL', 'Teamwork']",11,8+,Synthetic
SYN_0752,Full Stack Developer,"['Leadership', 'Python', 'SQL', 'Teamwork', 'Critical Thinking', 'Express.js', 'MongoDB', 'PostgreSQL', 'Git', 'React', 'Tailwind CSS']",11,0-2,Synthetic
SYN_0753,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Communication', 'Python', 'Excel', 'SQL', 'Tableau', 'Statistics', 'Reporting', 'Critical Thinking', 'Looker', 'Data Cleaning']",12,0-2,Synthetic
SYN_0754,IT Support Specialist,"['Networking Basics', 'Active Directory', 'Windows', 'Office 365', 'Remote Support', 'Customer Service', 'Ticketing Systems', 'Documentation', 'Troubleshooting', 'Creativity', 'Adaptability']",11,3-5,Synthetic
SYN_0755,Data Scientist,"['Pandas', 'Scikit-learn', 'Problem Solving', 'Spark', 'SQL', 'Tableau', 'Deep Learning', 'Machine Learning', 'Adaptability', 'Teamwork']",10,0-2,Synthetic
SYN_0756,Cybersecurity Analyst,"['Compliance', 'Risk Assessment', 'Communication', 'Time Management', 'NIST', 'Incident Response', 'Cryptography', 'Penetration Testing', 'Teamwork']",9,8+,Synthetic
SYN_0757,Backend Developer,"['Microservices', 'Django', 'Linux', 'Communication', 'Python', 'Leadership', 'Redis', 'REST APIs', 'Spring Boot', 'MongoDB', 'Node.js', 'Docker']",12,5-8,Synthetic
SYN_0758,Frontend Developer,"['CSS', 'Leadership', 'Responsive Design', 'Teamwork', 'Next.js', 'Webpack', 'TypeScript', 'Creativity', 'Testing', 'Tailwind CSS']",10,0-2,Synthetic
SYN_0759,Cloud Engineer,"['AWS', 'Leadership', 'Python', 'CI/CD', 'Google Cloud', 'Critical Thinking', 'Adaptability', 'Kubernetes', 'Security', 'Infrastructure as Code']",10,8+,Synthetic
SYN_0760,Data Analyst,"['Data Warehousing', 'Communication', 'Python', 'Reporting', 'Time Management', 'Business Intelligence', 'Adaptability', 'Looker', 'Data Cleaning', 'Teamwork']",10,8+,Synthetic
SYN_0761,Frontend Developer,"['CSS', 'Leadership', 'Teamwork', 'Critical Thinking', 'Webpack', 'HTML', 'Testing', 'Git', 'React', 'Tailwind CSS']",10,3-5,Synthetic
SYN_0762,Data Scientist,"['A/B Testing', 'NumPy', 'Scikit-learn', 'Communication', 'Spark', 'Deep Learning', 'Machine Learning', 'Creativity']",8,3-5,Synthetic
SYN_0763,UI/UX Designer,"['Wireframing', 'Prototyping', 'Communication', 'User Flows', 'Adobe XD', 'Creativity', 'Design Systems', 'Interaction Design', 'Information Architecture']",9,3-5,Synthetic
SYN_0764,UI/UX Designer,"['Prototyping', 'Communication', 'Illustrator', 'User Flows', 'Adobe XD', 'Usability Testing', 'Interaction Design', 'Adaptability', 'Teamwork']",9,3-5,Synthetic
SYN_0765,Cloud Engineer,"['Problem Solving', 'CI/CD', 'Python', 'Monitoring', 'Teamwork', 'Terraform', 'Kubernetes', 'Infrastructure as Code']",8,3-5,Synthetic
SYN_0766,Data Scientist,"['Data Visualization', 'Pandas', 'NumPy', 'Leadership', 'PyTorch', 'Spark', 'SQL', 'Statistics', 'Critical Thinking', 'Machine Learning', 'Creativity', 'TensorFlow']",12,0-2,Synthetic
SYN_0767,Backend Developer,"['Java', 'Database Design', 'Problem Solving', 'SQL', 'Redis', 'API Security', 'REST APIs', 'Authentication', 'Creativity']",9,0-2,Synthetic
SYN_0768,UI/UX Designer,"['Wireframing', 'Figma', 'Photoshop', 'Leadership', 'Illustrator', 'User Flows', 'Time Management', 'Design Systems', 'Visual Design', 'Accessibility', 'Information Architecture', 'Teamwork']",12,0-2,Synthetic
SYN_0769,Cloud Engineer,"['AWS', 'Serverless', 'Networking', 'Leadership', 'CI/CD', 'Monitoring', 'Critical Thinking', 'Terraform', 'Kubernetes', 'Security', 'Teamwork', 'CloudFormation']",12,0-2,Synthetic
SYN_0770,Software Developer,"['Linux', 'Problem Solving', 'Communication', 'Python', 'JavaScript', 'Version Control', 'Documentation', 'REST APIs', 'Agile', 'Testing', 'Object-Oriented Programming']",11,5-8,Synthetic
SYN_0771,Data Analyst,"['Problem Solving', 'Leadership', 'Python', 'SQL', 'Tableau', 'Statistics', 'Reporting', 'Critical Thinking', 'Creativity', 'Power BI', 'Looker', 'Data Cleaning']",12,3-5,Synthetic
SYN_0772,Software Developer,"['Linux', 'Java', 'Problem Solving', 'Leadership', 'Algorithms', 'Time Management', 'REST APIs', 'Agile', 'Data Structures', 'Git', 'Object-Oriented Programming']",11,5-8,Synthetic
SYN_0773,Data Scientist,"['Pandas', 'Scikit-learn', 'Leadership', 'Python', 'Tableau', 'Statistics', 'Big Data', 'Deep Learning', 'Creativity', 'Teamwork']",10,0-2,Synthetic
SYN_0774,Network Engineer,"['Network Monitoring', 'Switching', 'Problem Solving', 'Routing', 'DNS', 'Network Security', 'TCP/IP', 'Time Management', 'Load Balancing', 'DHCP', 'BGP', 'VPN', 'Teamwork']",13,3-5,Synthetic
SYN_0775,Frontend Developer,"['UI/UX Principles', 'CSS', 'Problem Solving', 'Responsive Design', 'Angular', 'Next.js', 'Webpack', 'REST APIs', 'HTML', 'Vue.js', 'Adaptability', 'Git']",12,3-5,Synthetic
SYN_0776,Product Manager,"['Roadmapping', 'JIRA', 'Customer Discovery', 'Leadership', 'Prioritization', 'Product Metrics', 'Agile', 'Market Research', 'Scrum', 'Adaptability', 'Product Strategy']",11,3-5,Synthetic
SYN_0777,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Excel', 'SQL', 'ETL', 'Creativity', 'Business Intelligence', 'Power BI', 'Data Cleaning', 'Teamwork']",12,3-5,Synthetic
SYN_0778,Full Stack Developer,"['Leadership', 'Python', 'SQL', 'JavaScript', 'Teamwork', 'HTML/CSS', 'Next.js', 'REST APIs', 'TypeScript', 'React', 'Node.js', 'Tailwind CSS']",12,0-2,Synthetic
SYN_0779,Frontend Developer,"['UI/UX Principles', 'Leadership', 'Responsive Design', 'JavaScript', 'Critical Thinking', 'Next.js', 'HTML', 'Creativity', 'Git', 'React']",10,3-5,Synthetic
SYN_0780,Mobile Developer,"['iOS', 'Java', 'Kotlin', 'API Integration', 'Communication', 'Firebase', 'React Native', 'Creativity', 'Git']",9,3-5,Synthetic
SYN_0781,Data Scientist,"['NumPy', 'Problem Solving', 'PyTorch', 'SQL', 'Spark', 'Deep Learning', 'Big Data', 'Machine Learning', 'Statistics', 'Time Management', 'Critical Thinking']",11,5-8,Synthetic
SYN_0782,Data Scientist,"['Scikit-learn', 'Communication', 'PyTorch', 'Python', 'Spark', 'Tableau', 'Statistics', 'Big Data', 'Machine Learning', 'Creativity', 'Adaptability', 'TensorFlow']",12,5-8,Synthetic
SYN_0783,Network Engineer,"['Network Monitoring', 'TCP/IP', 'Cisco', 'Network Security', 'Time Management', 'Critical Thinking', 'Firewalls', 'DHCP', 'Wireshark']",9,3-5,Synthetic
SYN_0784,Software Developer,"['Java', 'Leadership', 'Python', 'SQL', 'Version Control', 'Documentation', 'REST APIs', 'Creativity', 'Agile', 'Testing', 'Data Structures']",11,5-8,Synthetic
SYN_0785,Software Developer,"['Linux', 'Java', 'Python', 'Algorithms', 'JavaScript', 'SQL', 'Critical Thinking', 'Documentation', 'Adaptability', 'Data Structures', 'Object-Oriented Programming']",11,5-8,Synthetic
SYN_0786,Cybersecurity Analyst,"['Vulnerability Scanning', 'SIEM', 'Compliance', 'ISO 27001', 'Python', 'Network Security', 'Time Management', 'NIST', 'Incident Response', 'Cryptography', 'Creativity', 'Penetration Testing']",12,0-2,Synthetic
SYN_0787,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Communication', 'Responsive Design', 'JavaScript', 'Next.js', 'Webpack', 'HTML', 'Vue.js', 'Testing', 'Git', 'Tailwind CSS']",12,0-2,Synthetic
SYN_0788,Database Administrator,"['Sharding', 'Replication', 'Database Design', 'High Availability', 'Monitoring', 'Backup Recovery', 'Database Security', 'MySQL', 'Query Optimization', 'Creativity', 'Adaptability', 'PostgreSQL']",12,8+,Synthetic
SYN_0789,Backend Developer,"['Microservices', 'Java', 'Database Design', 'Leadership', 'API Security', 'SQL', 'Time Management', 'Authentication', 'MongoDB', 'Adaptability', 'Spring Boot']",11,5-8,Synthetic
SYN_0790,Cloud Engineer,"['AWS', 'Serverless', 'Communication', 'Python', 'Critical Thinking', 'Kubernetes', 'Security', 'CloudFormation']",8,3-5,Synthetic
SYN_0791,Data Scientist,"['A/B Testing', 'Pandas', 'Data Visualization', 'Scikit-learn', 'Leadership', 'PyTorch', 'Spark', 'Big Data', 'Machine Learning', 'Time Management']",10,3-5,Synthetic
SYN_0792,Cloud Engineer,"['Networking', 'Linux', 'Leadership', 'CI/CD', 'Python', 'Monitoring', 'Critical Thinking', 'Teamwork', 'Terraform', 'Security', 'CloudFormation', 'Infrastructure as Code', 'Docker']",13,5-8,Synthetic
SYN_0793,Backend Developer,"['Microservices', 'Node.js', 'Database Design', 'Communication', 'Python', 'Critical Thinking', 'Time Management', 'REST APIs', 'Authentication', 'Spring Boot']",10,3-5,Synthetic
SYN_0794,UI/UX Designer,"['Wireframing', 'Photoshop', 'Prototyping', 'User Flows', 'Time Management', 'User Research', 'Creativity', 'Design Systems', 'Interaction Design', 'Accessibility', 'Information Architecture', 'Teamwork']",12,0-2,Synthetic
SYN_0795,Backend Developer,"['Django', 'Node.js', 'Leadership', 'Python', 'Redis', 'Time Management', 'REST APIs', 'MongoDB', 'Spring Boot', 'Teamwork']",10,5-8,Synthetic
SYN_0796,DevOps Engineer,"['Linux', 'Prometheus', 'Jenkins', 'CI/CD', 'Time Management', 'Kubernetes', 'Git', 'Teamwork']",8,5-8,Synthetic
SYN_0797,Backend Developer,"['Microservices', 'Django', 'Java', 'Database Design', 'Leadership', 'Critical Thinking', 'Authentication', 'Node.js', 'Teamwork', 'Docker']",10,0-2,Synthetic
SYN_0798,Data Analyst,"['Data Visualization', 'Communication', 'Python', 'SQL', 'Reporting', 'Creativity', 'Business Intelligence', 'Data Cleaning']",8,0-2,Synthetic
SYN_0799,Software Developer,"['Java', 'Problem Solving', 'Algorithms', 'Documentation', 'REST APIs', 'Agile', 'Git', 'Data Structures', 'Teamwork']",9,3-5,Synthetic
SYN_0800,Data Scientist,"['A/B Testing', 'Pandas', 'Data Visualization', 'Scikit-learn', 'Leadership', 'PyTorch', 'Spark', 'Deep Learning', 'Big Data', 'Machine Learning', 'Time Management', 'Creativity', 'TensorFlow']",13,8+,Synthetic
SYN_0801,Mobile Developer,"['iOS', 'API Integration', 'Kotlin', 'Flutter', 'Communication', 'REST APIs', 'App Store Deployment', 'Creativity', 'Adaptability']",9,8+,Synthetic
SYN_0802,IT Support Specialist,"['Linux', 'Active Directory', 'Hardware', 'Leadership', 'MacOS', 'Customer Service', 'Ticketing Systems', 'Software Installation', 'Troubleshooting', 'Mobile Devices', 'Creativity', 'Adaptability']",12,3-5,Synthetic
SYN_0803,Frontend Developer,"['Leadership', 'Time Management', 'Webpack', 'TypeScript', 'REST APIs', 'Creativity', 'Vue.js', 'Testing', 'Git', 'React']",10,8+,Synthetic
SYN_0804,Backend Developer,"['Microservices', 'Java', 'Python', 'SQL', 'API Security', 'Time Management', 'REST APIs', 'Spring Boot', 'Adaptability', 'Node.js', 'Teamwork']",11,0-2,Synthetic
SYN_0805,Software Developer,"['Leadership', 'SQL', 'Version Control', 'Time Management', 'Documentation', 'REST APIs', 'Adaptability', 'Git', 'Object-Oriented Programming']",9,0-2,Synthetic
SYN_0806,Database Administrator,"['Scripting', 'Linux', 'Problem Solving', 'Performance Tuning', 'Monitoring', 'MySQL', 'Query Optimization', 'Creativity', 'MongoDB', 'PostgreSQL']",10,8+,Synthetic
SYN_0807,Software Developer,"['Linux', 'Leadership', 'Python', 'SQL', 'JavaScript', 'Version Control', 'Time Management', 'Documentation', 'Git', 'Teamwork']",10,0-2,Synthetic
SYN_0808,Cloud Engineer,"['Serverless', 'Linux', 'Leadership', 'CI/CD', 'Python', 'Azure', 'Google Cloud', 'Critical Thinking', 'Time Management', 'Kubernetes', 'Security', 'Infrastructure as Code', 'CloudFormation']",13,3-5,Synthetic
SYN_0809,DevOps Engineer,"['AWS', 'Communication', 'Jenkins', 'Prometheus', 'CI/CD', 'Monitoring', 'Critical Thinking', 'Terraform', 'Docker', 'Grafana', 'Teamwork', 'Ansible']",12,5-8,Synthetic
SYN_0810,Cybersecurity Analyst,"['SIEM', 'Vulnerability Scanning', 'Risk Assessment', 'Leadership', 'Communication', 'Security Audits', 'Incident Response', 'Cryptography', 'Adaptability']",9,5-8,Synthetic
SYN_0811,Mobile Developer,"['iOS', 'Java', 'Flutter', 'Kotlin', 'Problem Solving', 'Critical Thinking', 'Firebase', 'REST APIs', 'Adaptability', 'Mobile UI', 'Git', 'UX Design']",12,0-2,Synthetic
SYN_0812,UI/UX Designer,"['Figma', 'Wireframing', 'Photoshop', 'Sketch', 'Design Systems', 'Adobe XD', 'Creativity', 'Usability Testing', 'Visual Design', 'Adaptability', 'Interaction Design']",11,3-5,Synthetic
SYN_0813,Software Developer,"['Algorithms', 'SQL', 'Critical Thinking', 'REST APIs', 'Object-Oriented Programming', 'Creativity', 'Testing', 'Git', 'Data Structures']",9,3-5,Synthetic
SYN_0814,Network Engineer,"['Switching', 'Problem Solving', 'Time Management', 'Load Balancing', 'DHCP', 'Firewalls', 'Creativity', 'BGP', 'Wireshark']",9,0-2,Synthetic
SYN_0815,Backend Developer,"['Django', 'Linux', 'Database Design', 'Problem Solving', 'SQL', 'API Security', 'Redis', 'REST APIs', 'Authentication', 'Adaptability', 'Spring Boot']",11,8+,Synthetic
SYN_0816,Data Analyst,"['Data Warehousing', 'Problem Solving', 'Communication', 'SQL', 'Tableau', 'Statistics', 'Reporting', 'Time Management', 'ETL', 'Looker', 'Teamwork']",11,0-2,Synthetic
SYN_0817,Cloud Engineer,"['AWS', 'Networking', 'Linux', 'Leadership', 'Azure', 'Google Cloud', 'Monitoring', 'Time Management', 'Terraform', 'Kubernetes', 'Infrastructure as Code', 'CloudFormation']",12,5-8,Synthetic
SYN_0818,Cybersecurity Analyst,"['Vulnerability Scanning', 'SIEM', 'Compliance', 'Leadership', 'Network Security', 'Critical Thinking', 'Firewalls', 'NIST', 'Incident Response', 'Cryptography', 'Teamwork', 'Wireshark']",12,5-8,Synthetic
SYN_0819,Software Developer,"['Linux', 'Leadership', 'Algorithms', 'JavaScript', 'SQL', 'Version Control', 'Time Management', 'Documentation', 'REST APIs', 'Adaptability', 'Testing', 'Git', 'Data Structures']",13,3-5,Synthetic
SYN_0820,Database Administrator,"['Linux', 'Database Design', 'Leadership', 'Communication', 'Monitoring', 'SQL', 'MySQL', 'MongoDB', 'Database Security', 'Teamwork']",10,0-2,Synthetic
SYN_0821,Database Administrator,"['Scripting', 'Linux', 'Database Design', 'Performance Tuning', 'Monitoring', 'PostgreSQL', 'Backup Recovery', 'Query Optimization', 'Creativity', 'Database Security', 'Teamwork']",11,3-5,Synthetic
SYN_0822,Database Administrator,"['Sharding', 'Scripting', 'Linux', 'Database Design', 'SQL', 'PostgreSQL', 'Backup Recovery', 'Query Optimization', 'Creativity', 'MongoDB', 'Database Security', 'Teamwork']",12,0-2,Synthetic
SYN_0823,Software Developer,"['Linux', 'Problem Solving', 'Leadership', 'Python', 'SQL', 'Agile', 'Adaptability', 'Testing', 'Git', 'Data Structures']",10,5-8,Synthetic
SYN_0824,DevOps Engineer,"['AWS', 'Bash', 'Monitoring', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Grafana', 'Teamwork', 'Ansible']",10,0-2,Synthetic
SYN_0825,Product Manager,"['Roadmapping', 'JIRA', 'Problem Solving', 'Leadership', 'Product Metrics', 'Time Management', 'User Research', 'Market Research', 'Agile', 'Adaptability']",10,0-2,Synthetic
